Street Number,Street Name,Postal Code,Ward,Plan Number,Lot Number,Contractor,Building Type,Municipality,Description,D.U.,Value,Sq. Ft.,Permit Number,Application Type,Permit Issued Date
405  ,DONALD B. MUNRO DR ,,Ward 5,148 B,"74to75, 76to78, 129",SURGESON GRAIN HANDLING,Farm,West Carleton,Construct two outdoor grain bins for flour mill,0,"30,000",290,1104200,Construction, 2011-Jul-06
154  ,STREAMSIDE CRES ,K2W0A8,Ward 4,4M-1326,148,***CONTRACTOR***,Single,Kanata,Finish a basement in a 2 storey detached dwelling,0,"10,000",600,1104201,Construction, 2011-Jul-06
43  ,SPRINGWOOD CIRC ,K2S1E2,Ward 6,M-305,50,SHANK POOLS,Single,Goulbourn,Enclose of an inground pool in the rear yard of a detached dwelling,0,0,0,1104202,Pool Enclosure, 2011-Jul-06
76  ,OSSINGTON AVE ,K1S3B6,Ward 17,115269,171,OAKWOOD BUILDERS,Single,Old Ottawa,Construct a 3rd storey addition on top of a 2 storey single family dwelling,0,"51,000",623,1104203,Construction, 2011-Jul-06
53  ,BRIGHTON AVE ,K1S0T1,Ward 17,96962,50 LOT 51,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior and exterior alterations to a 2 storey semi-detached dwelling,0,"30,000",2314,1104204,Construction, 2011-Jul-06
105  ,ROCKY CREEK WAY ,K0A1L0,Ward 5,4M-788,1,***CONTRACTOR***,Single,West Carleton,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1104205,Pool Enclosure, 2011-Jul-06
53  ,BRIGHTON AVE ,K1S0T1,Ward 17,96962,50 & 51,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a detached garage in the rear yard of a 2 storey semi-detached dwelling,0,100,-33,1104206,Demolition, 2011-Jul-06
2180  ,NANTES ST ,K4A4E5,Ward 19,4M-1062,42,LEISURE TIME POOLS,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1104207,Pool Enclosure, 2011-Jul-06
53  ,CARWOOD CIRC ,K1K4V4,Ward 13,4M-1152,,***CONTRACTOR***,Rowhouse,Old Ottawa,Construct a deck in the rear yard of the end unit of a 2 storey rowhouse,0,"1,894",205,1104208,Construction, 2011-Jul-06
1111  ,OGILVIE RD ,K1J7P7,Ward 11,4M-217,1,OTTAWA COMMERCIAL CONTRACTORS LTD.,Retail,Gloucester,Interior alterations on the 1st floor of a 1 storey commercial building (Car wash),0,"50,000",500,1104209,Construction, 2011-Jul-06
525  ,PICCADILLY AVE ,K1Y0H7,Ward 15,408,97 & 98,DX POOLS,Single,Old Ottawa,Enclosure of an inground pool in the side yard of a detached dwelling,0,0,0,1104210,Pool Enclosure, 2011-Jul-06
1026  ,CLUBMOSS AVE ,K4A0T1,Ward 19,4M- 1418,56,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Cumberland,Construct a 2 storey detached dwelling with attached garage,1,"189,410",2563,1104211,Construction, 2011-Jul-06
1689  ,CANNON CRES ,K2C0Z3,Ward 8,372115,708,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in a 1 storey single family dwelling,0,"15,000",291,1104212,Construction, 2011-Jul-06
416  ,RICHMOND RD ,K0A1B0,Ward 15,179,13 to 18,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,Tenant fit up on the 1st floor of a 10 storey mixed use building (Westboro Gallery),0,"75,480",1384,1104214,Construction, 2011-Jul-06
8319  ,ALBERT BOUWERS CIRC ,K0A2P0,Ward 20,4M-867,18,***CONTRACTOR***,Single,Osgoode,Construct a deck in the rear yard of a 2 storey detached dwelling,0,"10,000",324,1104215,Construction, 2011-Jul-06
679 A ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
679 B ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
679 C ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
679 D ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
681 A ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
681 B ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
681 C ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
681 D ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
683 A ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
683 B ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
683 C ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
683 D ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
685 A ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
685 B ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
685 C ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
685 D ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
687 A ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
687 B ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
687 C ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
687 D ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
689 A ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
689 B ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
689 C ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
689 D ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
695 A ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
695 B ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
695 C ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
695 D ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
697 A ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
697 B ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
697 C ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
697 D ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
699 A ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
699 B ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
699 C ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
699 D ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
701 A ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
701 B ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
701 C ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
701 D ,SUE HOLLOWAY DR ,K2J5R6,,,14-15,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,Construct 2 - 3 storey stacked rowhouse blocks with 1 shared underground parking garage,40,"4,259,925",45664,1104218,Construction, 2011-Jul-06
9  ,SEYMOUR AVE ,K2E6P3,Ward 9,289002,156,***CONTRACTOR***,Single,Nepean,Construct a 2 storey single family dwelling with an attached 3 car garage.,1,"550,000",5200,1104219,Construction, 2011-Jul-06
424  ,STALWART CRES ,K1T0H2,Ward 22,,187J,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,"Construct a 2 Storey Semi - Detached with attached garages  Models: Hawthorn 2011,Hawthorn 2011",2,"288,290",3766,1104220,Construction, 2011-Jul-06
426  ,STALWART CRES ,K1T0H2,Ward 22,,187J,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,"Construct a 2 Storey Semi - Detached with attached garages  Models: Hawthorn 2011,Hawthorn 2011",2,"288,290",3766,1104220,Construction, 2011-Jul-06
185  ,LONGSHIRE CIRC ,K2J4L8,Ward 3,4M-851,29,CLUB PRO POOLS PATIO AND SPA,Single,Nepean,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104221,Pool Enclosure, 2011-Jul-06
333  ,MIRABEAU TER ,K4A0R5,Ward 19,,80,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 storey detached dwelling with attached garage  Model: Hathaway 3 2007 C,1,"143,180",1974,1104222,Construction, 2011-Jul-06
1859  ,MONTMERE AVE ,K4A0L7,Ward 19,,52(NS352),RICHCRAFT HOMES LIMITED,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: 35-03 Dellwood 2010 2B,1,"161,760",2168,1104223,Construction, 2011-Jul-06
128  ,MANGROVE CRES ,K1T0E4,Ward 22,4M-1385,20,CAMPBELL POOLS,Single,Gloucester,Enclosure of an in-ground pool in the rear yard of a detached dwelling,0,0,0,1104226,Pool Enclosure, 2011-Jul-06
115  ,WITHROW AVE ,K2G2J6,Ward 8,375,503-506,MERMAID POOLS,Single,Nepean,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104227,Pool Enclosure, 2011-Jul-06
78  ,VACHON AVE ,K1L5S8,Ward 12,M-44,209,CONTRACTOR UNKNOWN,Single,Vanier,Interior alterations in the basement and on the 1st floor of a 2 storey detached dwelling,0,"5,000",100,1104228,Construction, 2011-Jul-07
67  ,WATERFORD DR ,K2E7V4,Ward 9,368,,CCS,Rowhouse,Nepean,Exterior alterations to a 1 storey rowhouse unit.,0,"6,658",131,1104229,Construction, 2011-Jul-07
109  ,CAVANAGH DR ,,Ward 5,4M-466,32,MERMAID POOLS (MERIVALE),Single,West Carleton,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1104230,Pool Enclosure, 2011-Jul-07
1812  ,HUTTON AVE ,K1G1M2,Ward 18,627,71,"WARDROP, LINDSEY",Single,Old Ottawa,Interior alterations to move a sink and dishwasher on the ground floor of a 2 storey detached dwelling,0,100,22,1104231,Construction, 2011-Jul-07
277  ,FIRST AVE ,K1S2G7,Ward 17,89469,76,AMSTED CONSTRUCTION (RESTORAL) LTD.,Single,Old Ottawa,Interior alterations on the 2nd floor of a 3 storey detached dwelling,0,"5,000",200,1104232,Construction, 2011-Jul-07
412  ,RICHMOND RD ,K0A1B0,Ward 15,179,13 18,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alteration on the ground floor of an 8 storey commercial building (TDCT Bank),0,"450,000",5375,1104233,Construction, 2011-Jul-07
500  ,WEST HUNT CLUB RD ,,Ward 9,4M-601,,CONTRACTOR UNKNOWN,Retail,Nepean,Construct a 2 storey commercial building (Building #8),0,"149,080",2982,1104234,Construction, 2011-Jul-07
1872  ,MERIVALE RD ,K2G1E6,Ward 9,4M601,,CONTRACTOR UNKNOWN,Retail,Nepean,Construct a 1 storey addition to the side of a 1 storey commercial retail building - [Building #7],0,"300,313",6006,1104235,Construction, 2011-Jul-07
106  ,DUNFOREST TER ,K2J3T6,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gershwin 2007 C,Gershwin 2007 C,Helmsley 2009 B,Helmsley 2009 B",4,"531,280",7304,1104236,Construction, 2011-Jul-07
108  ,DUNFOREST TER ,K2J3T6,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gershwin 2007 C,Gershwin 2007 C,Helmsley 2009 B,Helmsley 2009 B",4,"531,280",7304,1104236,Construction, 2011-Jul-07
110  ,DUNFOREST TER ,K2J3T6,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gershwin 2007 C,Gershwin 2007 C,Helmsley 2009 B,Helmsley 2009 B",4,"531,280",7304,1104236,Construction, 2011-Jul-07
112  ,DUNFOREST TER ,K2J3T6,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gershwin 2007 C,Gershwin 2007 C,Helmsley 2009 B,Helmsley 2009 B",4,"531,280",7304,1104236,Construction, 2011-Jul-07
360  ,BALINROAN CRES ,K2J3T9,Ward 22,4M-1417,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gershwin 2007 C,Ellington 2009 F2,Helmsley 2009 A,Helmsley 2009 B,Helmsley 2009 B",5,"667,194",9174,1104237,Construction, 2011-Jul-07
362  ,BALINROAN CRES ,K2J3T9,Ward 22,4M-1417,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gershwin 2007 C,Ellington 2009 F2,Helmsley 2009 A,Helmsley 2009 B,Helmsley 2009 B",5,"667,194",9174,1104237,Construction, 2011-Jul-07
364  ,BALINROAN CRES ,K2J3T9,Ward 22,4M-1417,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gershwin 2007 C,Ellington 2009 F2,Helmsley 2009 A,Helmsley 2009 B,Helmsley 2009 B",5,"667,194",9174,1104237,Construction, 2011-Jul-07
366  ,BALINROAN CRES ,K2J3T9,Ward 22,4M-1417,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gershwin 2007 C,Ellington 2009 F2,Helmsley 2009 A,Helmsley 2009 B,Helmsley 2009 B",5,"667,194",9174,1104237,Construction, 2011-Jul-07
368  ,BALINROAN CRES ,K2J3T9,Ward 22,4M-1417,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Gershwin 2007 C,Ellington 2009 F2,Helmsley 2009 A,Helmsley 2009 B,Helmsley 2009 B",5,"667,194",9174,1104237,Construction, 2011-Jul-07
1061  ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1063 A ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1063 B ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1065 A ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1065 B ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1065 C ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1065 D ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1065 E ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1065 F ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1065 G ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1065 H ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1067 A ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1067 B ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
1067 C ,BERYL PRIV ,K1V2M4,Ward 22,4M-,,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,FOUNDATION PERMIT ONLY - construct a 3 storey 22 unit apartment building,22,0,0,1104238,Construction, 2011-Jul-07
